meanHue, mom1, mom2, mom3, mom4, mom5, mom6, mom7,stdDevHue,entropy,area,distance,class
0.0401599, 0.00316398,3.44531e-006,1.94029e-009,3.27678e-009,2.16603e-018,6.0625e-012,7.97337e-018,33.4598,1.73109,21888,505,bicchiere
0.0462474, 0.00164032,3.05313e-007,2.63941e-010,6.7896e-012,1.86354e-022,3.75038e-015,2.18822e-022,33.9057,2.53037,14568,473,tazzina
0.0452536, 0.00170317,3.17643e-007,2.72406e-010,1.52314e-012,1.3712e-023,5.9565e-016,-2.7831e-023,34.0864,2.42816,14606,474,tazzina
0.045683, 0.00114575,1.54711e-007,6.47623e-011,6.1172e-012,5.40259e-023,2.31388e-015,1.09113e-022,33.0552,2.79243,14077.5,465,tazzina
0.0466703, 0.00116225,1.53335e-007,6.48095e-011,9.58236e-012,2.27662e-022,3.67799e-015,7.20666e-023,33.6611,2.80466,14097,466,tazzina
0.050157, 0.00107412,1.44372e-007,1.06042e-010,1.31795e-011,4.89904e-022,4.50727e-015,-5.24734e-023,36.2603,2.92622,14165.5,465,tazzina
0.0493775, 0.001091,1.54231e-007,9.38357e-011,1.9403e-011,7.67433e-022,7.54904e-015,3.1063e-022,36.1385,2.91128,14103.5,464,tazzina
0.0498935, 0.00107722,1.43445e-007,7.87624e-011,1.46472e-011,4.13566e-022,5.53954e-015,2.76526e-022,36.4218,2.89858,14116,466,tazzina
0.048526, 0.00118135,1.64557e-007,9.91173e-011,1.8428e-011,5.58467e-022,7.40848e-015,5.55326e-022,35.083,2.7937,14154,463,tazzina
0.0483833, 0.00119521,1.91186e-007,9.39091e-011,1.72337e-011,5.46699e-022,7.53434e-015,4.26367e-022,34.842,2.79822,14118,467,tazzina
0.0483778, 0.00116744,1.89992e-007,9.55066e-011,1.58965e-011,5.64519e-022,6.89182e-015,2.5489e-022,35.3074,2.80627,14090.5,464,tazzina
0.0298869, 0.00114571,3.00789e-007,1.08926e-010,2.59326e-011,1.37446e-021,1.38936e-014,1.02469e-022,28.3105,2.73151,9963,625,tazzina
0.0322956, 0.00121936,4.04006e-007,1.60706e-010,3.39154e-011,2.40988e-021,1.95167e-014,-6.79578e-022,28.0538,2.55903,7189,787,tazzina
0.030126, 0.00184322,7.14431e-007,5.85853e-010,1.99022e-010,6.47812e-020,1.63983e-013,2.05385e-020,27.4114,1.93273,6042,767,tazzina
0.0492458, 0.00117385,2.08211e-007,6.17075e-011,7.48231e-012,1.14333e-022,2.84279e-015,1.13035e-022,35.3846,2.89316,9792,545,tazzina
0.0764573, 0.0012572,5.35403e-007,1.28928e-010,7.69093e-011,7.64099e-021,5.47712e-014,5.16937e-022,49.0295,2.62554,8771.5,595,tazzina
0.0714234, 0.00132124,5.97541e-007,1.90548e-010,1.27521e-010,1.98181e-020,9.74563e-014,1.54375e-021,46.9079,2.55643,8561,594,tazzina
0.0598936, 0.00135912,5.93512e-007,1.72235e-010,1.15415e-010,1.62683e-020,8.70757e-014,3.6999e-022,43.9331,2.46415,8676,594,tazzina
0.057114, 0.00159828,2.25878e-008,4.77891e-010,1.58043e-010,-3.95992e-020,2.3744e-014,-1.78431e-020,35.6954,3.23667,11249.5,512,tazzina
0.052056, 0.00183821,8.81655e-007,2.15019e-010,9.01833e-011,1.16461e-020,8.39495e-014,-4.69859e-021,37.8653,2.26273,7401.5,682,tazzina
0.050576, 0.00190103,9.37489e-007,2.23502e-010,8.74996e-011,1.10072e-020,8.17561e-014,-5.345e-021,37.6226,2.18377,7350.5,684,tazzina
0.0458799, 0.00127793,4.37356e-007,5.95559e-011,1.70778e-011,3.25711e-022,6.38824e-015,4.36518e-022,35.5513,2.61305,6703.5,707,tazzina
0.0472518, 0.00122268,4.05044e-007,8.70236e-011,3.57449e-011,1.82232e-021,1.92116e-014,8.08467e-022,37.2531,2.64939,6713,705,tazzina
0.0409269, 0.00170248,5.80289e-007,8.19382e-011,1.49592e-011,-5.22601e-022,-1.0133e-014,3.43582e-023,33.0085,2.38796,9414.5,570,tazzina
0.0624222, 0.00159055,4.72569e-007,4.02231e-011,2.38558e-012,9.5533e-024,-1.61254e-015,2.13264e-023,40.3878,2.60953,9323,570,tazzina
0.0605267, 0.00125511,6.2272e-007,1.20742e-010,4.80092e-011,3.6067e-021,3.35833e-014,-5.93711e-022,39.9566,2.43379,5134,825,tazzina
0.0509634, 0.00148459,9.73972e-008,4.3027e-010,8.48043e-011,-1.48703e-020,2.28992e-014,6.42592e-021,34.5972,2.91153,11416.5,508,tazzina
0.0611595, 0.00125621,5.9385e-007,1.53005e-010,4.68347e-011,3.72324e-021,2.97164e-014,-1.36229e-021,40.2177,2.44028,5189.5,826,tazzina
0.0441023, 0.00190544,1.52072e-006,5.10227e-010,2.69884e-010,9.40938e-020,2.88069e-013,-3.42953e-020,35.2873,1.93582,5063.5,826,tazzina
0.0657026, 0.0011582,2.97229e-007,1.15821e-010,5.50468e-011,4.18034e-021,2.98327e-014,1.35786e-021,44.3583,2.59237,8444,632,tazzina
0.0700627, 0.00109891,2.65712e-007,1.01337e-010,3.40192e-011,1.81037e-021,1.74091e-014,8.43952e-022,45.8812,2.68333,8455,632,tazzina
0.0693606, 0.00109494,2.7026e-007,9.83154e-011,4.64418e-011,3.04082e-021,2.41432e-014,7.75543e-022,45.7475,2.6949,8344,633,tazzina
0.0667978, 0.00115552,2.92021e-007,9.83154e-011,4.37015e-011,2.65346e-021,2.35546e-014,1.07923e-021,43.8344,2.68997,8352,633,tazzina
0.0633878, 0.00118407,3.25778e-007,1.16678e-010,5.59932e-011,4.08905e-021,3.12603e-014,1.93978e-021,42.916,2.6285,8439,634,tazzina
0.0654122, 0.00120419,3.26387e-007,1.51974e-010,7.31902e-011,7.45148e-021,4.1808e-014,2.01477e-021,42.8341,2.60077,8441.5,633,tazzina
0.0670711, 0.00119303,3.23969e-007,1.38411e-010,5.4965e-011,4.79094e-021,3.07133e-014,1.76356e-022,43.2674,2.63634,8423.5,635,tazzina
0.0681399, 0.00116484,3.21472e-007,7.43494e-011,2.15572e-011,8.54503e-022,1.22183e-014,1.21015e-022,43.4001,2.60684,8654,599,tazzina
0.0551732, 0.00146882,7.20564e-008,4.98428e-010,7.82644e-011,-1.3729e-020,1.69659e-014,7.10349e-021,36.2874,3.05229,11380.5,511,tazzina
0.0677725, 0.00117974,3.41901e-007,9.92851e-011,4.11239e-011,2.61397e-021,2.40371e-014,2.68689e-022,45.5999,2.64554,8650.5,598,tazzina
0.0570349, 0.00133029,5.00416e-007,2.91491e-010,2.02945e-010,4.78345e-020,1.43411e-013,1.21789e-020,39.7317,2.33048,8403,635,tazzina
0.0545333, 0.00143151,5.29985e-007,2.82593e-010,1.9867e-010,4.53626e-020,1.44626e-013,1.25767e-020,38.9411,2.29536,8415,632,tazzina
0.0830858, 0.000977801,8.78013e-008,7.02343e-011,3.25218e-011,9.04424e-022,9.56595e-015,1.26407e-021,44.711,3.14423,15375,320,tazzina
0.0783619, 0.00100153,1.73449e-007,8.49213e-011,2.82898e-011,1.31968e-021,1.17572e-014,4.25588e-022,47.7052,2.7905,10756.5,508,tazzina
0.0866519, 0.000940153,1.49213e-007,6.37144e-011,1.78385e-011,5.81583e-022,6.84215e-015,1.53069e-022,48.1908,2.98225,11034.5,506,tazzina
0.0825233, 0.000972044,1.49038e-007,7.14153e-011,2.24918e-011,8.39764e-022,8.67946e-015,3.27675e-022,50.3585,2.8625,10844,506,tazzina
0.0715776, 0.000998474,1.59887e-007,8.20275e-011,2.47969e-011,1.03752e-021,9.91354e-015,4.17445e-022,47.7675,2.83416,10720,507,tazzina
0.0722703, 0.00102713,1.91607e-007,9.17018e-011,2.7189e-011,1.13436e-021,1.1717e-014,7.45898e-022,47.5845,2.82142,10736,509,tazzina
0.0648358, 0.00106883,2.09194e-007,9.59e-011,3.4579e-011,1.72132e-021,1.55161e-014,1.0011e-021,45.5461,2.74402,10590,511,tazzina
0.0496759, 0.00135147,8.5775e-008,3.24302e-010,6.58684e-011,-9.15613e-021,1.23423e-014,-2.97392e-021,35.0785,3.091,11179,508,tazzina
0.0497391, 0.000982934,1.61756e-007,8.7461e-011,2.67448e-011,1.22656e-021,1.075e-014,4.10701e-022,44.5585,2.90104,10461,508,tazzina
0.0591955, 0.00101187,1.6956e-007,1.01113e-010,3.05865e-011,1.579e-021,1.25919e-014,6.32522e-022,45.6866,2.843,10467,511,tazzina
0.0417647, 0.000980764,1.72891e-007,8.12665e-011,2.31423e-011,9.45428e-022,9.62255e-015,3.3676e-022,42.7693,2.97157,10598.5,507,tazzina
0.0466174, 0.000985688,1.72522e-007,8.12313e-011,2.54834e-011,1.09442e-021,1.05818e-014,3.82802e-022,45.7002,2.96731,10513,508,tazzina
0.0360078, 0.00100726,1.71801e-007,9.14399e-011,3.00332e-011,1.45096e-021,1.24399e-014,6.09738e-022,34.3472,2.90442,10427.5,510,tazzina
0.0395801, 0.00101141,1.77768e-007,9.94157e-011,2.99835e-011,1.52817e-021,1.26416e-014,5.86937e-022,37.3949,2.91816,10430.5,509,tazzina
0.0371679, 0.0010112,1.75163e-007,8.84218e-011,2.84371e-011,1.32563e-021,1.19016e-014,5.25427e-022,35.3591,2.84863,10448,509,tazzina
0.043886, 0.00229827,1.33423e-006,1.25992e-009,8.82329e-010,9.10662e-019,1.01169e-012,1.90093e-019,34.9405,1.96231,12871,485,tazzina
0.051896, 0.00133747,9.17979e-008,3.06677e-010,5.9726e-011,-7.83305e-021,1.31639e-014,1.99558e-021,35.7758,3.16878,11190,510,tazzina
0.0477353, 0.0017133,3.57853e-007,8.11407e-011,4.51488e-012,-8.63383e-023,-2.61349e-015,3.64023e-024,34.7787,2.5794,10675,587,tazzina
0.0505874, 0.00171717,3.417e-007,7.41911e-011,5.31298e-012,1.73869e-023,-1.89579e-015,-1.0404e-022,35.6632,2.66117,10616,586,tazzina
0.036269, 0.00278684,2.41869e-006,1.00269e-009,7.66716e-010,5.75488e-019,8.36059e-013,-3.47479e-019,32.3193,1.6751,6355,843,tazzina
0.0286024, 0.00340702,3.39712e-006,3.44018e-009,5.0958e-010,1.06537e-019,-5.9063e-013,6.66234e-019,28.9286,1.40512,6513.5,823,tazzina
0.0398515, 0.00113595,2.57797e-007,1.45302e-010,2.94138e-011,1.91456e-021,1.34273e-014,-1.79168e-022,34.6497,2.69562,10516,601,tazzina
0.0572359, 0.00147794,2.43632e-008,3.32932e-010,5.09061e-012,-2.06001e-022,-5.82108e-016,3.85178e-023,36.4413,3.03716,10934.5,633,tazzina
0.0584715, 0.00182365,4.58233e-007,6.09016e-010,4.61645e-011,3.49584e-021,8.13211e-015,-6.90627e-021,39.2512,2.47634,11159,580,tazzina
0.0568269, 0.00177685,4.00365e-007,6.08082e-010,6.72359e-011,3.05714e-021,4.10059e-015,-1.32469e-020,38.946,2.40858,11047,580,tazzina
0.0530128, 0.00140114,4.06616e-008,2.78786e-010,7.24966e-011,-1.01106e-020,1.21564e-014,-2.00023e-021,36.161,3.18607,11205.5,508,tazzina
0.037453, 0.00220187,1.25557e-006,1.08289e-009,1.27596e-010,-1.46943e-020,-3.287e-014,-4.50958e-020,32.3127,1.91935,7253,793,tazzina
0.0399523, 0.00226262,1.33821e-006,1.10982e-009,1.65694e-010,2.70464e-020,4.55321e-014,-6.57045e-020,33.539,1.94634,7199,792,tazzina
0.0399628, 0.00210496,1.11931e-006,7.23947e-010,4.82204e-011,-6.10387e-021,-2.0667e-014,-6.62671e-021,33.3739,2.03201,7213.5,789,tazzina
0.0661682, 0.00129283,6.58925e-008,1.77082e-010,5.46421e-011,-2.18448e-021,1.06418e-015,-4.91107e-021,40.0106,3.27888,11735.5,508,tazzina
0.0279164, 0.00409734,5.58409e-006,2.72878e-009,5.01952e-010,3.01066e-019,-7.13993e-013,5.04448e-019,28.6221,1.34693,6286.5,815,tazzina
0.0303818, 0.00389288,4.99233e-006,3.79037e-009,9.2931e-010,1.3914e-018,-5.22251e-013,1.05168e-018,29.6924,1.45204,6226,815,tazzina
0.0377129, 0.00261375,2.1777e-006,8.70212e-010,7.91083e-011,2.48226e-021,-9.47159e-014,2.06071e-020,32.8433,1.78124,6590,815,tazzina
0.038881, 0.00248166,2.01523e-006,9.47665e-010,1.24296e-010,-3.38783e-020,-1.00007e-013,-2.59247e-020,33.1577,1.84689,6549.5,814,tazzina
0.0377915, 0.00263769,2.11908e-006,1.06898e-009,6.92209e-011,-1.83239e-020,-7.00815e-014,-4.33432e-021,32.7876,1.79098,6544.5,814,tazzina
0.0388298, 0.00147913,3.37933e-007,1.0323e-009,2.67701e-010,2.84888e-020,-1.25045e-013,1.37813e-019,32.5557,2.33533,7498,832,tazzina
0.0380309, 0.00153887,3.59533e-007,1.5273e-009,3.14293e-010,1.90268e-020,-1.59667e-013,2.1692e-019,32.3144,2.30247,7452,831,tazzina
0.0426706, 0.00157237,3.88957e-007,1.56736e-009,3.00927e-010,2.92109e-020,-1.43551e-013,2.04595e-019,34.1666,2.45819,7216.5,832,tazzina
0.0871989, 0.00126163,1.59193e-007,9.21076e-010,7.26113e-011,-1.80423e-020,-2.87459e-014,5.20551e-021,44.98,3.18392,8490,825,tazzina
0.0437755, 0.00159055,4.03023e-007,1.69256e-009,3.00613e-010,4.86077e-020,-1.01231e-013,2.08847e-019,34.5086,2.41411,7505,829,tazzina
0.0363744, 0.00227244,1.46964e-006,1.41368e-009,1.23232e-010,-2.71552e-020,-1.3543e-013,4.36828e-020,31.3269,1.92803,6779.5,842,tazzina
0.0378041, 0.002189,1.44095e-006,8.93153e-010,4.07775e-011,-2.99452e-021,-4.18725e-014,7.18283e-021,31.9944,2.0099,6626,838,tazzina
0.0383672, 0.00235326,1.75268e-006,1.46473e-009,1.37759e-010,-1.00944e-020,-1.44658e-013,6.1052e-020,32.3405,1.99758,5290.5,840,tazzina
0.0476018, 0.00119998,1.91813e-007,7.75002e-011,1.11177e-011,2.16547e-022,4.62111e-015,2.44144e-022,33.6987,2.83954,14471,474,tazzina
0.0475209, 0.00119968,1.85996e-007,8.0463e-011,1.29031e-011,3.53418e-022,5.50446e-015,2.18968e-022,33.8515,2.86752,14334,475,tazzina
0.0448431, 0.00112319,1.86445e-007,5.32329e-011,1.06524e-011,1.94233e-022,4.44473e-015,1.63157e-022,33.7854,2.83917,14364,476,tazzina
0.0360558, 0.00114989,2.13245e-007,1.72787e-011,9.86797e-012,5.98298e-023,3.76073e-015,1.14121e-022,27.538,2.73032,14138.5,475,tazzina
0.0381431, 0.00228325,6.08454e-007,3.1026e-010,5.94693e-011,7.73195e-021,1.06114e-014,-2.33891e-021,32.3995,1.96838,14526,474,tazzina
0.0425529, 0.0021537,5.01769e-007,5.87625e-010,2.67999e-011,3.34883e-021,-8.97898e-016,3.10258e-022,33.8191,2.18023,14353,473,tazzina
0.0405294, 0.00217536,4.88991e-007,4.5818e-010,3.32052e-011,1.37504e-021,1.65609e-014,-3.85797e-021,33.0675,2.09039,14325,475,tazzina
